,Matlab Date,Time Collected PT (hhmm),Temp (deg C),Chl Volume Filtered (mL),Chl1 (mg/m3),Chl2 (mg/m3),Avg Chloro (mg/m3),Phaeo1 (mg/m3),Phaeo2 (mg/m3),Avg Phaeo (mg/m3),Nitrate (uM),Phosphate (uM),Silicate (uM) ,Nitrite (uM),Ammonium (uM),'CellCountDetection_Limit','Total_Diatoms','Akashiwo_sanguinea',Total_Tripos',Total_Cochlodinium_spp','Lingulodinium_polyedra',Total_Prorocentrum_spp','Total_Dinoflagellates','Total_Phytoplankton',DATE,SURF_SAL_PSU,BOT_SAL_PSU,SURF_TEMP_C,BOT_TEMP_C,WSPD
377,734933.427083333,1015,14.7,100.0,2.0,1.99,1.99,0.58,0.61,0.6,4.36,0.45,7.7,0.0,0.4,410.0,70973.0,0.0,0.0,0.0,0.0,13538.0,36102.0,107075.0,2012-03-05,33.49,33.44,15.2,15.0,2.9875000000000003
378,734936.427083333,1015,13.6,100.0,11.42,11.85,11.63,0.67,0.6,0.63,,,,,,,,,,,,,,,2012-03-08,33.56,33.54,13.2,12.7,3.6916666666666655
379,734940.38125,910,13.3,100.0,8.07,8.35,8.21,1.03,0.98,1.0,1.49,0.31,4.7,0.0,0.27,410.0,1279164.0,0.0,0.0,0.0,0.0,0.0,6974.0,1286138.0,2012-03-12,33.56,33.54,14.0,12.8,2.575
380,734943.385416667,915,13.3,100.0,5.33,5.52,5.43,1.18,1.17,1.18,,,,,,,,,,,,,,,2012-03-15,33.59,33.59,14.3,14.0,3.020833333333333
381,734947.395833333,930,13.0,100.0,2.64,2.91,2.78,2.28,2.33,2.3,3.76,0.6,6.3,0.0,3.26,410.0,239997.0,0.0,1231.0,0.0,0.0,1641.0,6974.0,246971.0,2012-03-19,33.35,33.3,13.0,13.0,6.726086956521739
382,734950.388194445,920,13.3,100.0,0.65,0.59,0.62,0.31,0.26,0.29,4.61,0.72,6.3,0.0,3.73,,,,,,,,,,2012-03-22,33.52,33.51,14.0,13.8,2.2375000000000003
383,734954.388194445,920,13.1,100.0,2.36,2.46,2.41,0.46,0.51,0.49,10.52,1.02,11.6,0.0,0.9,410.0,28718.0,0.0,0.0,0.0,0.0,410.0,8615.0,37333.0,2012-03-26,33.58,33.53,13.7,13.7,3.4250000000000003
384,734957.388194445,920,13.8,100.0,1.76,1.99,1.87,0.91,1.02,0.97,6.76,0.73,9.5,0.0,0.89,,,,,,,,,,2012-03-29,33.59,33.59,14.2,13.3,3.391666666666667
385,734971.395833333,930,14.7,100.0,2.42,2.63,2.52,0.74,0.73,0.74,1.73,0.4,4.8,0.0,0.86,,,,,,,,,,2012-04-12,33.6,33.58,15.1,14.1,99.0
386,734975.402777778,940,14.3,100.0,2.71,2.47,2.59,1.18,1.19,1.19,2.74,0.44,6.0,0.0,1.07,410.0,286766.0,0.0,0.0,0.0,0.0,0.0,7795.0,294561.0,2012-04-16,33.53,33.5,15.7,15.4,99.0
387,735174.434027778,1025,18.7,100.0,1.07,1.08,1.08,0.51,0.56,0.54,0.29,0.28,3.0,0.0,0.94,,,,,,,,,,2012-11-01,33.58,33.55,18.6,18.9,0.7909090909090909
388,735178.429861111,1020,17.8,100.0,1.09,1.11,1.1,0.58,0.61,0.6,0.26,0.31,3.5,0.0,0.65,410.0,55384.0,0.0,0.0,0.0,0.0,1231.0,10256.0,65640.0,2012-11-05,33.59,33.52,18.6,18.0,0.7916666666666666
389,735199.447222222,1045,16.5,100.0,0.98,1.06,1.02,0.35,0.36,0.36,0.0,0.31,3.0,0.0,0.64,410.0,43897.0,0.0,1641.0,0.0,410.0,4103.0,18461.0,62358.0,2012-11-26,33.56,33.52,16.6,16.8,1.1041666666666667
390,735202.4375,1030,16.4,100.0,1.38,1.4,1.39,0.45,0.48,0.46,0.58,0.4,4.0,0.0,1.09,,,,,,,,,,2012-11-29,33.55,33.52,16.6,16.7,5.504166666666666
391,735206.427083333,1015,16.6,100.0,1.39,1.43,1.41,0.93,0.91,0.92,0.48,0.37,2.9,0.0,1.42,410.0,40205.0,0.0,410.0,0.0,0.0,820.0,12308.0,52513.0,2012-12-03,,,,,3.529166666666667
392,735209.429861111,1020,16.3,100.0,1.83,1.88,1.86,1.01,1.03,1.02,1.23,0.46,4.5,0.0,0.79,,,,,,,,,,2012-12-06,33.53,33.52,16.8,17.0,3.4416666666666664
393,735213.458333333,1100,16.0,100.0,1.43,1.48,1.46,0.8,0.83,0.82,1.18,0.46,4.9,0.0,1.21,410.0,45948.0,0.0,410.0,0.0,0.0,1231.0,16000.0,61948.0,2012-12-10,33.56,33.52,16.1,16.0,2.225
394,735216.405555556,945,15.6,100.0,1.9,1.98,1.94,0.93,0.8,0.86,2.27,0.6,5.5,0.0,1.39,,,,,,,,,,2012-12-13,33.38,33.46,16.1,16.1,5.045833333333333
395,735220.447222222,1045,15.8,100.0,1.36,1.39,1.38,0.57,0.59,0.58,0.55,0.37,4.4,0.0,0.61,410.0,49640.0,0.0,0.0,0.0,0.0,4103.0,9436.0,59076.0,2012-12-17,33.46,33.41,15.9,15.9,4.625
396,735223.447222222,1045,15.7,100.0,0.96,1.03,0.99,0.42,0.42,0.42,1.05,0.32,3.2,0.0,0.3,,,,,,,,,,2012-12-20,33.58,33.52,15.9,15.8,4.895833333333333
397,735226.422916667,1010,15.1,100.0,1.32,1.44,1.38,0.64,0.65,0.65,1.45,0.39,4.1,0.0,0.62,410.0,30769.0,0.0,410.0,0.0,410.0,2872.0,10667.0,41436.0,2012-12-23,33.58,33.52,15.1,15.1,3.0
398,735234.488888889,1145,14.3,100.0,2.67,2.81,2.74,0.81,0.73,0.77,0.58,0.26,1.8,0.0,0.37,410.0,397944.0,410.0,821.0,2051.0,410.0,4102.0,14359.0,412303.0,2012-12-31,33.51,33.47,14.5,14.5,4.604545454545455
399,735237.455555556,1056,14.1,100.0,3.22,3.15,3.19,0.59,0.67,0.63,0.63,0.29,2.2,0.0,0.58,,,,,,,,,,2013-01-03,33.53,33.48,14.7,14.5,4.443478260869566
400,735241.479166667,1130,13.6,100.0,2.27,2.53,2.4,1.1,1.11,1.1,2.13,0.39,3.0,0.0,0.75,410.0,360611.0,2051.0,410.0,821.0,0.0,3283.0,18051.0,378662.0,2013-01-07,33.52,,13.7,,6.920833333333333
401,735244.4375,1030,13.5,100.0,3.01,3.11,3.06,1.09,1.05,1.07,1.86,0.36,3.5,0.0,0.23,,,,,,,,,,2013-01-10,33.49,33.45,13.8,13.8,8.7875
402,735248.479166667,1130,12.9,100.0,2.27,2.26,2.27,0.55,0.53,0.54,4.4,0.5,5.3,0.0,0.0,410.0,132921.0,821.0,820.0,0.0,410.0,2461.0,48820.0,181741.0,2013-01-14,33.56,33.52,12.7,12.7,6.373913043478261
403,735251.438888889,1032,12.8,100.0,2.09,2.17,2.13,0.57,0.56,0.57,6.06,0.64,7.7,0.0,0.56,,,,,,,,,,2013-01-17,33.61,33.53,14.1,12.9,2.4869565217391307
404,735256.416666667,1000,13.2,100.0,1.5,1.55,1.52,0.74,0.77,0.75,2.06,0.4,5.0,0.0,0.69,410.0,91896.0,0.0,0.0,0.0,0.0,821.0,9026.0,100922.0,2013-01-22,33.61,33.52,13.4,14.0,2.733333333333333
405,735258.4375,1030,13.3,100.0,1.88,1.98,1.93,1.04,1.12,1.08,1.87,0.41,4.3,0.0,1.06,,,,,,,,,,2013-01-24,33.56,33.52,13.7,14.8,6.2250000000000005
406,735262.520833333,1230,14.0,100.0,2.13,2.22,2.17,1.24,1.42,1.33,0.83,0.36,4.2,0.0,0.99,410.0,31179.0,0.0,0.0,0.0,0.0,1231.0,19692.0,50871.0,2013-01-28,33.3,33.3,13.9,14.0,9.878260869565215
407,735265.444444445,1040,14.0,100.0,1.66,1.63,1.64,0.64,0.65,0.65,0.78,0.31,3.7,0.0,0.7,,,,,,,,,,2013-01-31,33.52,33.44,13.9,13.7,3.6875
408,735269.479166667,1130,13.9,100.0,2.18,2.26,2.22,1.0,1.09,1.05,3.14,0.46,6.2,0.0,0.4,410.0,22564.0,0.0,0.0,0.0,0.0,0.0,1641.0,24205.0,2013-02-04,33.53,33.49,14.5,14.4,3.675
409,735272.422916667,1010,14.1,100.0,1.63,1.66,1.64,0.89,0.88,0.89,1.17,0.32,5.4,0.0,0.39,,,,,,,,,,2013-02-07,33.54,33.51,14.3,14.1,3.2416666666666667
410,735276.510416667,1215,14.0,100.0,1.7,1.64,1.67,0.89,0.84,0.87,1.06,0.32,5.3,0.0,0.73,410.0,24615.0,0.0,0.0,0.0,0.0,0.0,15590.0,40205.0,2013-02-11,33.56,33.5,13.7,13.6,3.273913043478261
411,735279.447222222,1045,14.1,100.0,2.27,2.2,2.23,1.29,1.29,1.29,1.45,0.32,7.3,0.0,0.62,,,,,,,,,,2013-02-14,33.63,33.53,14.8,14.6,1.7782608695652171
412,735284.451388889,1050,14.1,100.0,1.17,1.27,1.22,0.68,0.63,0.66,0.66,0.28,3.5,0.0,0.39,410.0,31179.0,0.0,0.0,0.0,0.0,0.0,8615.0,39794.0,2013-02-19,33.64,33.53,14.3,14.3,3.625
413,735286.447222222,1045,13.5,100.0,1.77,1.81,1.79,1.21,1.21,1.21,1.5,0.31,5.1,0.0,0.55,,,,,,,,,,2013-02-21,33.58,33.5,13.4,13.5,6.1625000000000005
414,735290.479166667,1130,14.1,100.0,2.27,2.39,2.33,1.02,0.99,1.0,0.91,0.27,5.9,0.0,0.49,410.0,38564.0,0.0,0.0,0.0,0.0,410.0,18051.0,56615.0,2013-02-25,33.56,33.51,13.9,13.7,4.258333333333334
415,735293.444444445,1040,13.6,100.0,1.9,2.25,2.08,1.01,1.33,1.17,2.72,0.41,6.6,0.0,0.54,,,,,,,,,,2013-02-28,33.58,33.53,13.7,13.7,4.2375
416,735297.471527778,1120,14.4,100.0,3.22,3.26,3.24,1.18,1.19,1.18,1.37,0.27,5.8,0.0,0.49,410.0,204715.0,0.0,0.0,0.0,0.0,410.0,25846.0,230561.0,2013-03-04,33.64,33.55,14.5,14.3,3.566666666666667
417,735300.444444445,1040,14.5,100.0,1.45,1.42,1.43,0.78,0.72,0.75,0.78,0.21,2.7,0.0,0.31,,,,,,,,,,2013-03-07,33.66,33.56,14.7,14.7,1.4666666666666668
418,735304.461805556,1105,14.8,100.0,1.28,1.28,1.28,0.61,0.65,0.63,1.02,0.3,3.3,0.0,0.66,89.0,62556.0,0.0,0.0,0.0,0.0,535.0,14169.0,76725.0,2013-03-11,33.36,33.3,14.5,14.5,2.779166666666667
419,735307.405555556,945,14.9,100.0,2.2,2.22,2.21,0.8,0.78,0.79,0.48,0.24,3.4,0.0,0.37,,,,,,,,,,2013-03-14,33.45,33.45,14.9,14.5,3.4875000000000003
420,735311.388194445,920,14.5,100.0,1.49,1.34,1.41,0.54,0.54,0.54,0.84,0.24,1.9,0.0,0.54,410.0,64820.0,0.0,0.0,0.0,0.0,410.0,15179.0,79999.0,2013-03-18,33.58,33.53,14.7,14.6,3.1695652173913045
421,735314.392361111,925,14.8,100.0,1.31,1.3,1.3,0.81,0.91,0.86,1.19,0.28,2.9,0.0,0.54,,,,,,,,,,2013-03-21,33.62,33.54,15.1,15.0,4.391304347826087
422,735318.409722222,950,14.4,100.0,1.06,1.07,1.06,1.05,1.07,1.06,2.78,0.4,4.8,0.0,0.56,410.0,22154.0,0.0,0.0,0.0,0.0,0.0,15590.0,37744.0,2013-03-25,33.58,33.56,15.1,15.8,2.6625
423,735321.402777778,940,16.4,100.0,1.36,1.36,1.36,0.63,0.67,0.65,0.31,0.19,2.4,0.0,0.33,,,,,,,,,,2013-03-28,33.6,33.56,16.5,16.2,2.270833333333333
424,735325.38125,910,16.1,100.0,1.74,1.7,1.72,0.86,0.78,0.82,1.25,0.29,4.1,0.0,0.28,410.0,44717.0,0.0,0.0,0.0,0.0,0.0,11077.0,55794.0,2013-04-01,33.61,33.57,16.5,15.5,4.4
425,735328.420138889,1005,15.5,100.0,2.0,2.07,2.03,1.0,0.88,0.94,2.23,0.34,5.2,0.0,0.41,,,,,,,,,,2013-04-04,33.63,33.61,15.8,15.7,2.9791666666666665
426,735333.409722222,950,14.6,100.0,3.16,2.99,3.07,2.21,2.74,2.48,5.39,0.59,9.6,0.0,0.54,410.0,122665.0,0.0,0.0,0.0,0.0,4102.0,24615.0,147280.0,2013-04-09,33.68,33.63,14.6,14.4,7.947826086956522
427,735335.398611111,935,13.7,100.0,1.26,1.36,1.31,0.66,0.67,0.66,10.49,0.93,13.8,0.0,0.49,,,,,,,,,,2013-04-11,33.66,33.64,15.8,15.7,3.158333333333333
428,735339.471527778,1120,15.4,100.0,2.58,2.71,2.64,0.71,0.67,0.69,0.27,0.37,0.0,0.0,0.0,410.0,244510.0,0.0,0.0,0.0,0.0,821.0,9846.0,254356.0,2013-04-15,33.65,33.62,15.8,15.6,2.782608695652174
429,735342.413888889,956,15.8,100.0,1.12,1.21,1.17,0.53,0.47,0.5,0.35,0.17,1.4,0.0,0.54,,,,,,,,,,2013-04-18,33.72,33.64,15.7,15.8,3.943478260869565
430,735346.451388889,1050,17.7,100.0,1.07,1.09,1.08,0.48,0.52,0.5,0.0,0.13,0.0,0.0,0.53,410.0,228100.0,0.0,0.0,0.0,0.0,2051.0,15590.0,243690.0,2013-04-22,33.65,33.64,17.0,16.8,2.833333333333333
431,735349.420138889,1005,17.1,100.0,0.97,1.02,1.0,0.4,0.37,0.39,0.0,0.14,0.0,0.0,0.48,,,,,,,,,,2013-04-25,33.72,33.65,17.3,17.0,1.3291666666666666
432,735353.434027778,1025,17.0,100.0,1.46,1.5,1.48,0.58,0.58,0.58,0.37,0.2,2.3,0.0,0.65,410.0,248202.0,0.0,410.0,0.0,0.0,2051.0,25025.0,273227.0,2013-04-29,33.7,33.65,16.9,16.3,2.7043478260869565
433,735356.385416667,915,17.8,100.0,0.94,0.91,0.92,0.17,0.22,0.2,0.0,0.14,1.0,0.0,0.49,,,,,,,,,,2013-05-02,33.77,33.68,17.8,17.7,3.0782608695652174
434,735360.429861111,1020,17.3,100.0,1.54,1.5,1.52,0.3,0.45,0.38,0.0,0.23,1.7,0.0,0.0,410.0,395893.0,0.0,0.0,0.0,0.0,2872.0,11487.0,407380.0,2013-05-06,33.62,33.65,17.4,17.4,5.254166666666667
435,735363.405555556,945,18.5,100.0,1.29,1.26,1.28,0.48,0.47,0.47,0.0,0.22,6.0,0.0,0.72,,,,,,,,,,2013-05-09,33.71,33.64,18.4,18.2,4.008333333333334
436,735367.4375,1030,19.1,100.0,1.66,1.61,1.64,0.55,0.63,0.59,0.0,0.22,2.1,0.0,0.8,410.0,312201.0,0.0,0.0,0.0,0.0,13949.0,28718.0,340919.0,2013-05-13,33.68,33.68,19.0,18.9,3.9
437,735370.416666667,1000,17.1,100.0,1.75,1.89,1.82,0.6,0.68,0.64,0.64,0.18,4.4,0.0,0.24,,,,,,,,,,2013-05-16,33.68,33.64,18.3,18.3,3.2458333333333336
438,735374.434027778,1025,19.6,100.0,0.57,0.63,0.6,0.31,0.31,0.31,0.0,0.21,4.3,0.0,0.97,410.0,104614.0,0.0,410.0,0.0,0.0,1641.0,11487.0,116101.0,2013-05-20,33.72,33.64,19.9,19.6,3.7541666666666655
439,735377.398611111,935,19.6,100.0,0.84,0.88,0.86,0.37,0.4,0.38,0.21,0.21,2.0,0.0,0.22,,,,,,,,,,2013-05-23,,,,,3.7458333333333336
440,735381.368055556,850,19.9,100.0,0.65,0.69,0.67,0.34,0.3,0.32,0.0,0.14,1.6,0.0,0.25,410.0,64820.0,0.0,0.0,0.0,0.0,1231.0,11077.0,75897.0,2013-05-27,33.74,33.71,20.1,19.9,2.558333333333333
441,735384.413194445,955,20.4,100.0,0.7,0.79,0.74,0.4,0.44,0.42,0.0,0.16,1.9,0.0,0.0,,,,,,,,,,2013-05-30,33.8,33.72,20.0,20.2,4.820833333333334
442,735388.444444445,1040,20.3,100.0,0.64,0.68,0.66,0.34,0.35,0.34,0.0,0.21,2.3,0.0,0.82,410.0,38153.0,0.0,0.0,0.0,0.0,821.0,16820.0,54973.0,2013-06-03,33.78,33.72,20.3,19.7,1.8875
443,735391.402777778,940,19.9,100.0,0.9,0.88,0.89,0.65,0.73,0.69,0.0,0.19,2.2,0.0,0.36,,,,,,,,,,2013-06-06,33.8,33.74,20.3,20.3,4.379166666666666
444,735395.375,900,19.1,100.0,0.7,0.72,0.71,0.33,0.34,0.34,0.0,0.18,3.1,0.0,0.38,410.0,72204.0,0.0,410.0,0.0,0.0,0.0,7795.0,79999.0,2013-06-10,,,,,1.6565217391304348
445,735398.409722222,950,19.4,100.0,1.24,1.23,1.24,0.67,0.59,0.63,0.32,0.16,2.0,0.0,0.73,,,,,,,,,,2013-06-13,33.7,33.67,20.1,20.0,2.1958333333333333
446,735402.375,900,20.6,100.0,1.14,1.12,1.13,0.39,0.42,0.41,0.0,0.13,3.3,0.0,0.34,410.0,45948.0,0.0,0.0,0.0,0.0,2462.0,16410.0,62358.0,2013-06-17,33.74,33.69,21.3,21.1,2.408333333333333
447,735405.395833333,930,20.3,100.0,1.57,1.58,1.58,0.56,0.6,0.58,0.0,0.15,4.4,0.0,0.0,,,,,,,,,,2013-06-20,33.74,33.69,20.1,20.1,3.3166666666666664
448,735409.440277778,1035,19.5,100.0,0.89,0.9,0.9,0.39,0.36,0.38,0.0,0.13,1.9,0.0,0.35,410.0,85743.0,0.0,0.0,0.0,0.0,0.0,20102.0,105845.0,2013-06-24,33.75,33.71,19.5,19.4,2.6791666666666667
449,735412.363888889,845,20.7,100.0,1.9,1.94,1.92,0.79,0.81,0.8,0.22,0.15,2.9,0.0,0.47,,,,,,,,,,2013-06-27,33.74,33.7,20.7,19.9,3.25
450,735416.427083333,1015,19.5,100.0,0.77,0.78,0.77,0.45,0.46,0.45,0.0,0.16,2.9,0.0,0.46,410.0,88614.0,0.0,0.0,0.0,0.0,821.0,5333.0,93947.0,2013-07-01,33.7,33.67,20.5,20.5,3.582608695652174
451,735423.429861111,1020,21.3,100.0,1.37,1.37,1.37,0.52,0.54,0.53,0.0,0.14,2.0,0.0,0.24,410.0,49230.0,0.0,410.0,0.0,0.0,1231.0,23384.0,72614.0,2013-07-08,33.72,33.7,20.9,20.8,4.495833333333334
452,735426.416666667,1000,20.9,100.0,0.76,0.75,0.76,0.33,0.31,0.32,0.33,0.16,2.3,0.0,0.79,,,,,,,,,,2013-07-11,33.73,33.71,21.2,21.2,1.8875
453,735430.429861111,1020,22.1,100.0,0.93,0.94,0.93,0.25,0.25,0.25,0.0,0.13,2.6,0.0,0.38,410.0,36923.0,0.0,0.0,0.0,0.0,821.0,28718.0,65641.0,2013-07-15,33.77,33.72,21.8,21.9,4.583333333333333
454,735433.454861111,1055,20.6,100.0,1.43,1.45,1.44,0.48,0.56,0.52,0.0,0.17,3.1,0.0,0.4,,,,,,,,,,2013-07-18,33.74,33.58,21.8,16.5,3.2458333333333336
455,735437.416666667,1000,20.1,100.0,1.78,1.76,1.77,0.35,0.42,0.39,0.0,0.12,3.7,0.0,0.46,410.0,50051.0,0.0,821.0,0.0,410.0,22154.0,89435.0,139486.0,2013-07-22,33.71,33.63,20.1,20.1,2.382608695652174
456,735440.420138889,1005,18.8,100.0,2.47,2.54,2.51,0.95,0.92,0.94,0.35,0.17,4.1,0.0,0.23,,,,,,,,,,2013-07-25,33.68,33.55,18.8,15.3,3.186363636363636
457,735444.431944444,1022,17.1,100.0,2.86,2.83,2.85,0.84,1.03,0.93,1.6,0.26,5.0,0.0,0.87,410.0,188305.0,0.0,820.0,0.0,0.0,6154.0,78358.0,266663.0,2013-07-29,33.6,33.58,16.0,14.6,2.8791666666666664
458,735447.490972222,1147,17.5,100.0,2.32,2.33,2.33,0.63,0.6,0.62,0.54,0.21,2.4,0.0,0.68,,,,,,,,,,2013-08-01,33.63,33.56,17.8,16.6,2.5166666666666666
459,735451.427083333,1015,20.0,100.0,1.01,1.04,1.03,0.42,0.41,0.41,0.0,0.17,2.1,0.0,0.47,410.0,63179.0,0.0,0.0,0.0,0.0,11077.0,39384.0,102563.0,2013-08-05,33.65,33.63,20.1,19.9,2.704166666666667
460,735454.384722222,914,20.5,100.0,0.99,0.97,0.98,0.4,0.41,0.41,0.0,0.13,1.4,0.0,0.22,,,,,,,,,,2013-08-08,33.68,33.57,21.5,21.1,3.2125
461,735458.422222222,1008,21.2,100.0,1.51,1.53,1.52,0.58,0.57,0.57,0.0,0.13,1.8,0.0,0.46,410.0,48410.0,0.0,0.0,0.0,0.0,4513.0,38974.0,87384.0,2013-08-12,33.71,33.59,21.7,19.3,3.075
462,735461.5625,1330,20.8,100.0,1.84,1.88,1.86,0.42,0.43,0.43,0.53,0.24,2.0,0.0,0.78,,,,,,,,,,2013-08-15,33.7,33.66,20.2,20.2,3.1916666666666664
463,735465.427083333,1015,19.7,100.0,1.03,1.05,1.04,0.42,0.5,0.46,0.0,0.17,2.5,0.0,0.85,410.0,52102.0,0.0,0.0,0.0,0.0,821.0,18872.0,70974.0,2013-08-19,33.64,33.61,19.8,19.5,2.0625
464,735468.423611111,1011,17.6,100.0,1.02,1.01,1.01,0.45,0.42,0.44,0.0,0.2,2.0,0.0,1.03,,,,,,,,,,2013-08-22,33.56,33.53,17.5,16.4,3.865217391304348
465,735472.413194445,955,18.6,100.0,1.11,1.09,1.1,0.5,0.51,0.51,0.24,0.24,2.1,0.0,1.34,410.0,58256.0,0.0,0.0,0.0,0.0,1231.0,51692.0,109948.0,2013-08-26,,,,,2.2291666666666665
466,735475.427083333,1015,20.5,100.0,1.77,1.78,1.78,0.63,0.53,0.58,0.44,0.25,2.2,0.0,0.6,,,,,,,,,,2013-08-29,33.63,33.58,20.5,20.7,3.0125
467,735480.440277778,1035,20.1,100.0,3.6,3.32,3.46,0.66,0.54,0.6,0.35,0.22,0.0,0.0,0.44,410.0,147280.0,0.0,6564.0,0.0,10256.0,49640.0,158357.0,305637.0,2013-09-03,33.55,33.5,19.6,18.3,2.4125
468,735482.416666667,1000,19.3,100.0,2.07,2.12,2.09,0.37,0.25,0.31,0.41,0.25,1.8,0.0,0.34,,,,,,,,,,2013-09-05,33.53,33.49,20.1,17.6,4.45
469,735486.429861111,1020,20.1,100.0,2.46,2.32,2.39,0.5,0.48,0.49,0.46,0.2,2.2,0.0,0.0,410.0,43076.0,0.0,0.0,0.0,1231.0,36512.0,103383.0,146459.0,2013-09-09,33.53,33.49,20.9,18.7,2.716666666666667
470,735489.416666667,1000,20.7,100.0,1.63,1.52,1.57,0.52,0.53,0.53,0.39,0.17,2.0,0.0,0.43,,,,,,,,,,2013-09-12,33.59,33.49,20.9,18.6,2.829166666666667
471,735493.427083333,1015,20.6,100.0,1.15,1.32,1.24,0.87,0.81,0.84,0.42,0.26,1.9,0.0,1.16,410.0,63179.0,0.0,0.0,0.0,821.0,4103.0,41025.0,104204.0,2013-09-16,33.56,33.54,20.8,20.4,4.01304347826087
472,735496.4375,1030,20.8,100.0,1.66,1.69,1.67,0.41,0.43,0.42,0.4,0.25,1.8,0.0,0.23,,,,,,,,,,2013-09-19,33.64,33.59,20.7,20.6,2.6750000000000003
473,735500.431944444,1022,20.0,100.0,1.26,1.21,1.23,0.37,0.47,0.42,0.39,0.28,1.7,0.0,0.92,410.0,63999.0,0.0,2051.0,0.0,2051.0,5744.0,38153.0,102152.0,2013-09-23,33.64,33.61,20.3,20.2,2.0458333333333334
474,735503.5,1200,19.6,100.0,1.17,1.15,1.16,0.27,0.3,0.29,0.42,0.24,1.7,0.0,0.25,,,,,,,,,,2013-09-26,33.63,33.6,20.0,19.9,4.520833333333333
475,735507.395833333,930,19.4,100.0,1.92,1.87,1.9,0.66,0.63,0.64,0.42,0.28,2.1,0.0,0.59,410.0,415585.0,0.0,410.0,0.0,410.0,1231.0,14769.0,430354.0,2013-09-30,33.65,33.62,21.1,20.7,2.0791666666666666
476,735510.50625,1210,20.3,100.0,1.12,1.13,1.12,0.33,0.35,0.34,0.52,0.24,2.1,0.0,0.48,,,,,,,,,,2013-10-03,33.71,33.67,20.5,20.5,2.6833333333333336
477,735514.397222222,932,18.8,100.0,1.22,1.22,1.22,0.63,0.64,0.63,0.56,0.27,3.1,0.0,0.54,136.0,108745.0,0.0,136.0,0.0,272.0,2175.0,15224.0,123969.0,2013-10-07,33.65,33.62,19.4,19.0,4.116666666666666
478,735517.510416667,1215,19.5,100.0,0.74,0.75,0.75,0.37,0.41,0.39,0.57,0.24,1.2,0.0,0.53,,,,,,,,,,2013-10-10,33.72,33.68,20.0,20.0,3.6833333333333336
479,735521.398611111,935,19.0,100.0,1.06,1.04,1.05,0.42,0.46,0.44,0.48,0.25,1.3,0.0,0.62,410.0,127178.0,0.0,1641.0,0.0,410.0,9026.0,38153.0,165331.0,2013-10-14,33.72,33.66,19.2,19.1,2.504166666666667
480,735524.505555556,1209,20.1,100.0,1.15,1.16,1.15,0.34,0.38,0.36,0.44,0.26,1.4,0.0,0.47,,,,,,,,,,2013-10-17,33.73,33.66,20.7,19.2,2.747826086956522
481,735528.395833333,930,18.6,100.0,1.43,1.55,1.49,0.83,0.79,0.81,0.6,0.29,1.7,0.0,0.87,410.0,51692.0,0.0,0.0,0.0,0.0,11077.0,18051.0,69743.0,2013-10-21,33.7,33.59,18.9,17.8,1.6833333333333331
482,735531.496527778,1155,17.4,100.0,2.08,2.0,2.04,0.77,0.86,0.82,0.54,0.31,2.7,0.0,0.39,,,,,,,,,,2013-10-24,33.62,33.59,17.8,17.7,2.4541666666666666
483,735535.413194445,955,16.4,100.0,2.18,2.21,2.19,1.29,1.38,1.33,0.76,0.44,3.3,0.0,0.69,410.0,259689.0,0.0,1231.0,0.0,0.0,2052.0,8205.0,267894.0,2013-10-28,33.62,33.52,16.9,16.7,8.195833333333333
484,735538.493055556,1150,16.9,100.0,3.06,3.06,3.06,0.69,0.85,0.77,0.47,0.36,3.6,0.0,0.36,,,,,,,,,,2013-10-31,,,,,3.2291666666666665
485,735542.444444445,1040,17.2,100.0,0.86,0.87,0.86,0.32,0.38,0.35,0.89,0.33,2.2,0.0,0.53,410.0,81640.0,0.0,0.0,0.0,0.0,821.0,9436.0,91076.0,2013-11-04,33.65,,17.6,,2.125
486,735545.541666667,1300,16.6,100.0,1.43,1.49,1.46,0.7,0.66,0.68,1.67,0.45,4.0,0.0,1.03,,,,,,,,,,2013-11-07,33.6,33.61,18.0,17.0,3.0416666666666665
487,735549.447222222,1045,16.7,100.0,1.83,1.91,1.87,0.74,0.71,0.72,0.93,0.43,3.6,0.0,0.35,410.0,191177.0,0.0,0.0,0.0,0.0,410.0,11487.0,202664.0,2013-11-11,33.58,33.55,17.4,16.7,4.041666666666667
488,735552.5625,1330,17.1,100.0,1.7,1.73,1.71,0.69,0.66,0.67,0.67,0.36,3.0,0.0,0.52,,,,,,,,,,2013-11-14,33.58,33.52,17.0,16.9,4.279166666666667
489,735556.458333333,1100,17.4,100.0,0.96,0.93,0.94,0.39,0.42,0.4,0.5,0.31,2.1,0.0,0.55,410.0,49230.0,0.0,0.0,0.0,0.0,410.0,11897.0,61127.0,2013-11-18,33.61,33.57,17.5,17.2,2.6083333333333334
490,735559.547916667,1310,17.1,100.0,1.97,1.98,1.97,0.8,0.84,0.82,0.46,0.28,2.4,0.0,0.47,,,,,,,,,,2013-11-21,33.56,33.58,18.0,17.5,6.25
491,735563.447222222,1045,16.9,100.0,1.83,1.67,1.75,0.56,0.77,0.66,0.54,0.3,2.6,0.0,0.79,410.0,92717.0,0.0,0.0,0.0,0.0,1231.0,9846.0,102563.0,2013-11-25,33.59,33.56,17.1,16.8,3.675
