"serial_day","chlA_.1wk","chlA","nitrate","phosphate","silicate","nitrite","nitrate_phosphate_ratio","N_star","Si_star","AvgTemp_1wk","AvgDens_1wk","SST","WIND_SPD","U_WIND","PRCP_2wkavg","AWND_2wkavg","chlA_1wk","nitrate_1wk","phosphate_1wk","silicate_1wk","nitrite_1wk","nitrate_phosphate_ratio_1wk","N_star_1wk","Si_star_1wk","AvgTemp_1wk_1wk","AvgDens_1wk_1wk","SST_1wk","WIND_SPD_1wk","U_WIND_1wk","PRCP_2wkavg_1wk","AWND_2wkavg_1wk","chlA_2wk","nitrate_2wk","phosphate_2wk","silicate_2wk","nitrite_2wk","nitrate_phosphate_ratio_2wk","N_star_2wk","Si_star_2wk","AvgTemp_1wk_2wk","AvgDens_1wk_2wk","SST_2wk","WIND_SPD_2wk","U_WIND_2wk","PRCP_2wkavg_2wk","AWND_2wkavg_2wk"
726509,1.625,1.935,0.42,0.335,1.3,0.07,1.2537313,-4.94,0.965,12.657143,1025.337,12.954762,6.1455357,1.1813646,11.857143,33.571429,1.295,0.2,0.335,0.995,0.035,0.59701493,-5.16,0.66,13.35,1025.1948,13.1125,3.7467262,0.83546345,5.7142857,28,5.105,1.3,0.38,2.165,0.075,3.4210526,-4.78,1.785,12.992857,1025.2994,12.829167,3.3949405,1.4822909,2.5714286,25.642857
726516,1.135,1.625,0.1,0.265,0.285,0.06,0.37735849,-4.14,0.02,12.528571,1025.4007,12.699405,6.7142857,2.1785107,9.6428571,35,1.935,0.42,0.335,1.3,0.07,1.2537313,-4.94,0.965,12.657143,1025.337,12.954762,6.1455357,1.1813646,11.857143,33.571429,1.295,0.2,0.335,0.995,0.035,0.59701493,-5.16,0.66,13.35,1025.1948,13.1125,3.7467262,0.83546345,5.7142857,28
726523,1.47,1.135,0.145,0.245,0.495,0.055,0.59183673,-3.775,0.25,13.428571,1025.2137,12.991369,3.6592262,1.5027176,0.92857143,30.071429,1.625,0.1,0.265,0.285,0.06,0.37735849,-4.14,0.02,12.528571,1025.4007,12.699405,6.7142857,2.1785107,9.6428571,35,1.935,0.42,0.335,1.3,0.07,1.2537313,-4.94,0.965,12.657143,1025.337,12.954762,6.1455357,1.1813646,11.857143,33.571429
726530,0.885,1.47,0.27,0.355,0.68,0.05,0.76056338,-5.41,0.325,13.978571,1025.1029,13.500129,3.5377588,0.84644926,1.0714286,34,1.135,0.145,0.245,0.495,0.055,0.59183673,-3.775,0.25,13.428571,1025.2137,12.991369,3.6592262,1.5027176,0.92857143,30.071429,1.625,0.1,0.265,0.285,0.06,0.37735849,-4.14,0.02,12.528571,1025.4007,12.699405,6.7142857,2.1785107,9.6428571,35
726537,1.045,0.885,0.345,0.365,1.08,0.04,0.94520548,-5.495,0.715,14.064286,1025.1031,13.611504,3.708618,0.42135717,1.0714286,36,1.47,0.27,0.355,0.68,0.05,0.76056338,-5.41,0.325,13.978571,1025.1029,13.500129,3.5377588,0.84644926,1.0714286,34,1.135,0.145,0.245,0.495,0.055,0.59183673,-3.775,0.25,13.428571,1025.2137,12.991369,3.6592262,1.5027176,0.92857143,30.071429
726544,2.87,1.045,0.445,0.32,2.3,0.03,1.390625,-4.675,1.98,14.185714,1025.0885,13.694166,3.2089015,0.54652091,0,34.857143,0.885,0.345,0.365,1.08,0.04,0.94520548,-5.495,0.715,14.064286,1025.1031,13.611504,3.708618,0.42135717,1.0714286,36,1.47,0.27,0.355,0.68,0.05,0.76056338,-5.41,0.325,13.978571,1025.1029,13.500129,3.5377588,0.84644926,1.0714286,34
726551,1.715,2.87,0.385,0.29,3.3,0.02,1.3275862,-4.255,3.01,14.778571,1024.983,14.304518,3.4514352,0.86984919,0,34,1.045,0.445,0.32,2.3,0.03,1.390625,-4.675,1.98,14.185714,1025.0885,13.694166,3.2089015,0.54652091,0,34.857143,0.885,0.345,0.365,1.08,0.04,0.94520548,-5.495,0.715,14.064286,1025.1031,13.611504,3.708618,0.42135717,1.0714286,36
726558,1.85,1.715,0.08,0.29,1.555,0.03,0.27586207,-4.56,1.265,15.414286,1024.8146,14.697645,4.0326216,0.79603017,11.428571,35.142857,2.87,0.385,0.29,3.3,0.02,1.3275862,-4.255,3.01,14.778571,1024.983,14.304518,3.4514352,0.86984919,0,34,1.045,0.445,0.32,2.3,0.03,1.390625,-4.675,1.98,14.185714,1025.0885,13.694166,3.2089015,0.54652091,0,34.857143
726565,1.46,1.85,0.155,0.265,2.4,0.035,0.58490566,-4.085,2.135,16.957143,1024.4702,15.155085,4.6686335,1.3113946,11.428571,34.642857,1.715,0.08,0.29,1.555,0.03,0.27586207,-4.56,1.265,15.414286,1024.8146,14.697645,4.0326216,0.79603017,11.428571,35.142857,2.87,0.385,0.29,3.3,0.02,1.3275862,-4.255,3.01,14.778571,1024.983,14.304518,3.4514352,0.86984919,0,34
726572,0.755,1.46,0.05,0.195,1.95,0.01,0.25641026,-3.07,1.755,18,1024.2275,15.761012,3.7395833,0.60373566,0,32.785714,1.85,0.155,0.265,2.4,0.035,0.58490566,-4.085,2.135,16.957143,1024.4702,15.155085,4.6686335,1.3113946,11.428571,34.642857,1.715,0.08,0.29,1.555,0.03,0.27586207,-4.56,1.265,15.414286,1024.8146,14.697645,4.0326216,0.79603017,11.428571,35.142857
726579,1.88,0.755,0.07,0.23,2.35,0.02,0.30434783,-3.61,2.12,17.207143,1024.43,16.291486,2.8041796,-0.35288021,0,36.357143,1.46,0.05,0.195,1.95,0.01,0.25641026,-3.07,1.755,18,1024.2275,15.761012,3.7395833,0.60373566,0,32.785714,1.85,0.155,0.265,2.4,0.035,0.58490566,-4.085,2.135,16.957143,1024.4702,15.155085,4.6686335,1.3113946,11.428571,34.642857
726586,3.365,1.88,0.26,0.32,2.875,0.02,0.8125,-4.86,2.555,16.95,1024.5216,15.937021,4.360132,0.22581667,2.1428571,39.714286,0.755,0.07,0.23,2.35,0.02,0.30434783,-3.61,2.12,17.207143,1024.43,16.291486,2.8041796,-0.35288021,0,36.357143,1.46,0.05,0.195,1.95,0.01,0.25641026,-3.07,1.755,18,1024.2275,15.761012,3.7395833,0.60373566,0,32.785714
726593,1.755,3.365,1.805,0.425,3.23,0.07,4.2470588,-4.995,2.805,16.257143,1024.6708,15.366641,4.2734766,0.007236685,2.1428571,37.785714,1.88,0.26,0.32,2.875,0.02,0.8125,-4.86,2.555,16.95,1024.5216,15.937021,4.360132,0.22581667,2.1428571,39.714286,0.755,0.07,0.23,2.35,0.02,0.30434783,-3.61,2.12,17.207143,1024.43,16.291486,2.8041796,-0.35288021,0,36.357143
726600,1.205,1.755,0.075,0.295,1.145,0.03,0.25423729,-4.645,0.85,16.578571,1024.6081,16.128363,3.9497318,-0.066858,0.71428571,40.714286,3.365,1.805,0.425,3.23,0.07,4.2470588,-4.995,2.805,16.257143,1024.6708,15.366641,4.2734766,0.007236685,2.1428571,37.785714,1.88,0.26,0.32,2.875,0.02,0.8125,-4.86,2.555,16.95,1024.5216,15.937021,4.360132,0.22581667,2.1428571,39.714286
726607,NA,1.205,0.125,0.275,1.455,0.025,0.45454545,-4.275,1.18,17.442857,1024.4217,16.948925,3.9938147,0.41351853,0.71428571,42,1.755,0.075,0.295,1.145,0.03,0.25423729,-4.645,0.85,16.578571,1024.6081,16.128363,3.9497318,-0.066858,0.71428571,40.714286,3.365,1.805,0.425,3.23,0.07,4.2470588,-4.995,2.805,16.257143,1024.6708,15.366641,4.2734766,0.007236685,2.1428571,37.785714
726030,0.455,1.26,0,0.245,1.95,0.035,0,-3.92,1.705,19.414286,1023.7759,19.663988,2.4021869,-0.177067,12.785714,33.571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726037,0.475,0.455,0,0.27,1.5,0.045,0,-4.32,1.23,19.128571,1023.8511,19.023512,2.566369,-0.20782494,4.7142857,31.642857,1.26,0,0.245,1.95,0.035,0,-3.92,1.705,19.414286,1023.7759,19.663988,2.4021869,-0.177067,12.785714,33.571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726044,1.28,0.475,0.1,0.38,1.2,0.055,0.26315789,-5.98,0.82,19.064286,1023.8434,18.552976,2.933631,0.02675317,19.5,32.428571,0.455,0,0.27,1.5,0.045,0,-4.32,1.23,19.128571,1023.8511,19.023512,2.566369,-0.20782494,4.7142857,31.642857,1.26,0,0.245,1.95,0.035,0,-3.92,1.705,19.414286,1023.7759,19.663988,2.4021869,-0.177067,12.785714,33.571429
726051,0.76,1.28,0.1,0.37,1.35,0.05,0.27027027,-5.82,0.98,17.875,1024.0355,18.322619,2.76875,0.22944365,36.071429,32.714286,0.475,0.1,0.38,1.2,0.055,0.26315789,-5.98,0.82,19.064286,1023.8434,18.552976,2.933631,0.02675317,19.5,32.428571,0.455,0,0.27,1.5,0.045,0,-4.32,1.23,19.128571,1023.8511,19.023512,2.566369,-0.20782494,4.7142857,31.642857
726058,0.58,0.76,0.08,0.335,1.48,0.04,0.23880597,-5.28,1.145,17.457143,1024.1564,18.040449,3.1246483,0.77760897,23.285714,28.285714,1.28,0.1,0.37,1.35,0.05,0.27027027,-5.82,0.98,17.875,1024.0355,18.322619,2.76875,0.22944365,36.071429,32.714286,0.475,0.1,0.38,1.2,0.055,0.26315789,-5.98,0.82,19.064286,1023.8434,18.552976,2.933631,0.02675317,19.5,32.428571
726065,0.425,0.58,0.1,0.31,1.58,0.04,0.32258065,-4.86,1.27,17.342857,1024.2095,17.54789,3.2026245,0.96500451,2.4285714,26.5,0.76,0.08,0.335,1.48,0.04,0.23880597,-5.28,1.145,17.457143,1024.1564,18.040449,3.1246483,0.77760897,23.285714,28.285714,1.28,0.1,0.37,1.35,0.05,0.27027027,-5.82,0.98,17.875,1024.0355,18.322619,2.76875,0.22944365,36.071429,32.714286
726072,0.685,0.425,0.13,0.315,1.555,0.06,0.41269841,-4.91,1.24,17.092857,1024.2979,16.927679,3.1,1.3086433,0.21428571,26.5,0.58,0.1,0.31,1.58,0.04,0.32258065,-4.86,1.27,17.342857,1024.2095,17.54789,3.2026245,0.96500451,2.4285714,26.5,0.76,0.08,0.335,1.48,0.04,0.23880597,-5.28,1.145,17.457143,1024.1564,18.040449,3.1246483,0.77760897,23.285714,28.285714
726079,0.46,0.685,0.3,0.375,2.035,0.06,0.8,-5.7,1.66,16.928571,1024.3243,16.272567,3.7983825,0.94862093,15.285714,28.357143,0.425,0.13,0.315,1.555,0.06,0.41269841,-4.91,1.24,17.092857,1024.2979,16.927679,3.1,1.3086433,0.21428571,26.5,0.58,0.1,0.31,1.58,0.04,0.32258065,-4.86,1.27,17.342857,1024.2095,17.54789,3.2026245,0.96500451,2.4285714,26.5
726086,0.475,0.46,4.62,0.655,5.48,0.22,7.0534351,-5.86,4.825,15.25,1024.7216,15.396079,4.3358825,1.3417972,16.357143,30.642857,0.685,0.3,0.375,2.035,0.06,0.8,-5.7,1.66,16.928571,1024.3243,16.272567,3.7983825,0.94862093,15.285714,28.357143,0.425,0.13,0.315,1.555,0.06,0.41269841,-4.91,1.24,17.092857,1024.2979,16.927679,3.1,1.3086433,0.21428571,26.5
726093,0.665,0.475,0.17,0.36,2.185,0.07,0.47222222,-5.59,1.825,14.264286,1024.8876,14.115179,5.4991071,2.7470558,32.571429,33.285714,0.46,4.62,0.655,5.48,0.22,7.0534351,-5.86,4.825,15.25,1024.7216,15.396079,4.3358825,1.3417972,16.357143,30.642857,0.685,0.3,0.375,2.035,0.06,0.8,-5.7,1.66,16.928571,1024.3243,16.272567,3.7983825,0.94862093,15.285714,28.357143
726100,0.375,0.665,0.34,0.395,2.32,0.08,0.86075949,-5.98,1.925,13.657143,1025.0469,13.303571,5.6577381,2.2242214,32.214286,32.642857,0.475,0.17,0.36,2.185,0.07,0.47222222,-5.59,1.825,14.264286,1024.8876,14.115179,5.4991071,2.7470558,32.571429,33.285714,0.46,4.62,0.655,5.48,0.22,7.0534351,-5.86,4.825,15.25,1024.7216,15.396079,4.3358825,1.3417972,16.357143,30.642857
726107,0.56,0.375,0.165,0.375,2.1,0.135,0.44,-5.835,1.725,13.864286,1025.0206,13.581069,4.2826993,1.4702275,2.7142857,26.714286,0.665,0.34,0.395,2.32,0.08,0.86075949,-5.98,1.925,13.657143,1025.0469,13.303571,5.6577381,2.2242214,32.214286,32.642857,0.475,0.17,0.36,2.185,0.07,0.47222222,-5.59,1.825,14.264286,1024.8876,14.115179,5.4991071,2.7470558,32.571429,33.285714
726115,0.88,0.56,0.265,0.37,2.045,0.065,0.71621622,-5.655,1.675,14.114286,1024.9876,13.861426,3.1541278,1.229678,1.0714286,23.928571,0.375,0.165,0.375,2.1,0.135,0.44,-5.835,1.725,13.864286,1025.0206,13.581069,4.2826993,1.4702275,2.7142857,26.714286,0.665,0.34,0.395,2.32,0.08,0.86075949,-5.98,1.925,13.657143,1025.0469,13.303571,5.6577381,2.2242214,32.214286,32.642857
726121,2.78,0.88,1.495,0.605,4.48,0.115,2.4710744,-8.185,3.875,14.014286,1025.0051,13.706845,4.7616071,0.65781668,15.142857,33.5,0.56,0.265,0.37,2.045,0.065,0.71621622,-5.655,1.675,14.114286,1024.9876,13.861426,3.1541278,1.229678,1.0714286,23.928571,0.375,0.165,0.375,2.1,0.135,0.44,-5.835,1.725,13.864286,1025.0206,13.581069,4.2826993,1.4702275,2.7142857,26.714286
726128,5.285,2.78,2.3,0.615,5.635,0.195,3.7398374,-7.54,5.02,13.328571,1025.1482,13.569133,4.801233,0.97554642,15.142857,34.214286,0.88,1.495,0.605,4.48,0.115,2.4710744,-8.185,3.875,14.014286,1025.0051,13.706845,4.7616071,0.65781668,15.142857,33.5,0.56,0.265,0.37,2.045,0.065,0.71621622,-5.655,1.675,14.114286,1024.9876,13.861426,3.1541278,1.229678,1.0714286,23.928571
726135,0.575,5.285,0.125,0.51,4.08,0.035,0.24509804,-8.035,3.57,13.692857,1025.0788,13.694728,3.0021529,0.70791622,22.642857,27.357143,2.78,2.3,0.615,5.635,0.195,3.7398374,-7.54,5.02,13.328571,1025.1482,13.569133,4.801233,0.97554642,15.142857,34.214286,0.88,1.495,0.605,4.48,0.115,2.4710744,-8.185,3.875,14.014286,1025.0051,13.706845,4.7616071,0.65781668,15.142857,33.5
726142,0.505,0.575,0.49,0.44,3.485,0.075,1.1136364,-6.55,3.045,13.742857,1025.0724,13.889881,3.0943723,0.54670626,22.642857,25.5,5.285,0.125,0.51,4.08,0.035,0.24509804,-8.035,3.57,13.692857,1025.0788,13.694728,3.0021529,0.70791622,22.642857,27.357143,2.78,2.3,0.615,5.635,0.195,3.7398374,-7.54,5.02,13.328571,1025.1482,13.569133,4.801233,0.97554642,15.142857,34.214286
726149,0.755,0.505,0.005,0.33,2.285,0.065,0.015151515,-5.275,1.955,14.2875,1024.9492,14.328274,3.2607143,0.96166066,0,23.928571,0.575,0.49,0.44,3.485,0.075,1.1136364,-6.55,3.045,13.742857,1025.0724,13.889881,3.0943723,0.54670626,22.642857,25.5,5.285,0.125,0.51,4.08,0.035,0.24509804,-8.035,3.57,13.692857,1025.0788,13.694728,3.0021529,0.70791622,22.642857,27.357143
726156,0.65,0.755,0.455,0.41,2.175,0.095,1.1097561,-6.105,1.765,14.214286,1025.012,14.504852,4.1312112,1.636468,0,29.357143,0.505,0.005,0.33,2.285,0.065,0.015151515,-5.275,1.955,14.2875,1024.9492,14.328274,3.2607143,0.96166066,0,23.928571,0.575,0.49,0.44,3.485,0.075,1.1136364,-6.55,3.045,13.742857,1025.0724,13.889881,3.0943723,0.54670626,22.642857,25.5
726163,0.87,0.65,0,0.34,0.715,0.04,0,-5.44,0.375,14.892857,1024.8602,14.348771,5.0103649,0.60884819,8.5,36.285714,0.755,0.455,0.41,2.175,0.095,1.1097561,-6.105,1.765,14.214286,1025.012,14.504852,4.1312112,1.636468,0,29.357143,0.505,0.005,0.33,2.285,0.065,0.015151515,-5.275,1.955,14.2875,1024.9492,14.328274,3.2607143,0.96166066,0,23.928571
726170,1.68,0.87,0.145,0.34,0.94,0.04,0.42647059,-5.295,0.6,15.592857,1024.7013,14.625466,4.3785585,-0.79855573,12.857143,36.357143,0.65,0,0.34,0.715,0.04,0,-5.44,0.375,14.892857,1024.8602,14.348771,5.0103649,0.60884819,8.5,36.285714,0.755,0.455,0.41,2.175,0.095,1.1097561,-6.105,1.765,14.214286,1025.012,14.504852,4.1312112,1.636468,0,29.357143
726177,0.85,1.68,0.055,0.325,1.945,0.025,0.16923077,-5.145,1.62,15.221429,1024.8208,14.558333,4.1559524,0.55376452,4.3571429,34.142857,0.87,0.145,0.34,0.94,0.04,0.42647059,-5.295,0.6,15.592857,1024.7013,14.625466,4.3785585,-0.79855573,12.857143,36.357143,0.65,0,0.34,0.715,0.04,0,-5.44,0.375,14.892857,1024.8602,14.348771,5.0103649,0.60884819,8.5,36.285714
726184,1.025,0.85,1.14,0.4,3.135,0.09,2.85,-5.26,2.735,15.105952,1024.853,14.603546,3.8796584,0.89817049,0,31.571429,1.68,0.055,0.325,1.945,0.025,0.16923077,-5.145,1.62,15.221429,1024.8208,14.558333,4.1559524,0.55376452,4.3571429,34.142857,0.87,0.145,0.34,0.94,0.04,0.42647059,-5.295,0.6,15.592857,1024.7013,14.625466,4.3785585,-0.79855573,12.857143,36.357143
726191,1.76,1.025,0.1,0.3,1.94,0.01,0.33333333,-4.7,1.64,16.088095,1024.6307,15.330914,3.5846532,0.74479013,0,30.571429,0.85,1.14,0.4,3.135,0.09,2.85,-5.26,2.735,15.105952,1024.853,14.603546,3.8796584,0.89817049,0,31.571429,1.68,0.055,0.325,1.945,0.025,0.16923077,-5.145,1.62,15.221429,1024.8208,14.558333,4.1559524,0.55376452,4.3571429,34.142857
726198,1.38,1.76,0.12,0.34,2.16,0.03,0.35294118,-5.32,1.82,16.557143,1024.5312,16.015968,3.9188276,0.62079481,0,31.571429,1.025,0.1,0.3,1.94,0.01,0.33333333,-4.7,1.64,16.088095,1024.6307,15.330914,3.5846532,0.74479013,0,30.571429,0.85,1.14,0.4,3.135,0.09,2.85,-5.26,2.735,15.105952,1024.853,14.603546,3.8796584,0.89817049,0,31.571429
726205,0.745,1.38,0.04,0.24,2.62,0.035,0.16666667,-3.8,2.38,16.65,1024.5159,16.563898,3.7108566,-0.03167027,0,31.642857,1.76,0.12,0.34,2.16,0.03,0.35294118,-5.32,1.82,16.557143,1024.5312,16.015968,3.9188276,0.62079481,0,31.571429,1.025,0.1,0.3,1.94,0.01,0.33333333,-4.7,1.64,16.088095,1024.6307,15.330914,3.5846532,0.74479013,0,30.571429
726212,0.975,0.745,0.155,0.34,2.625,0.055,0.45588235,-5.285,2.285,16.292857,1024.5735,16.270833,4.2357143,-0.38833877,15.571429,37.428571,1.38,0.04,0.24,2.62,0.035,0.16666667,-3.8,2.38,16.65,1024.5159,16.563898,3.7108566,-0.03167027,0,31.642857,1.76,0.12,0.34,2.16,0.03,0.35294118,-5.32,1.82,16.557143,1024.5312,16.015968,3.9188276,0.62079481,0,31.571429
726219,2.43,0.975,0.06,0.275,2.165,0.03,0.21818182,-4.34,1.89,16.835714,1024.2729,15.777277,4.792676,-0.58133366,67.285714,41.357143,0.745,0.155,0.34,2.625,0.055,0.45588235,-5.285,2.285,16.292857,1024.5735,16.270833,4.2357143,-0.38833877,15.571429,37.428571,1.38,0.04,0.24,2.62,0.035,0.16666667,-3.8,2.38,16.65,1024.5159,16.563898,3.7108566,-0.03167027,0,31.642857
726226,10.905,2.43,6.035,0.7,6.745,0.345,8.6214286,-5.165,6.045,16.421429,1024.5136,15.809006,4.7101967,0.16039481,51.714286,40.928571,0.975,0.06,0.275,2.165,0.03,0.21818182,-4.34,1.89,16.835714,1024.2729,15.777277,4.792676,-0.58133366,67.285714,41.357143,0.745,0.155,0.34,2.625,0.055,0.45588235,-5.285,2.285,16.292857,1024.5735,16.270833,4.2357143,-0.38833877,15.571429,37.428571
726233,1.6,10.905,1.545,0.36,2.815,0.085,4.2916667,-4.215,2.455,15.242857,1024.89,15.250776,5.2047231,0.97656258,0.57142857,42.642857,2.43,6.035,0.7,6.745,0.345,8.6214286,-5.165,6.045,16.421429,1024.5136,15.809006,4.7101967,0.16039481,51.714286,40.928571,0.975,0.06,0.275,2.165,0.03,0.21818182,-4.34,1.89,16.835714,1024.2729,15.777277,4.792676,-0.58133366,67.285714,41.357143
726240,1.28,1.6,0.045,0.255,1.115,0.025,0.17647059,-4.035,0.86,16.478571,1024.6474,15.393966,4.5031385,0.78598615,0.57142857,38.285714,10.905,1.545,0.36,2.815,0.085,4.2916667,-4.215,2.455,15.242857,1024.89,15.250776,5.2047231,0.97656258,0.57142857,42.642857,2.43,6.035,0.7,6.745,0.345,8.6214286,-5.165,6.045,16.421429,1024.5136,15.809006,4.7101967,0.16039481,51.714286,40.928571
726247,1.445,1.28,0.135,0.31,1.195,0.04,0.43548387,-4.825,0.885,17.733333,1024.4157,16.511034,3.2646939,0.083485803,0,33.571429,1.6,0.045,0.255,1.115,0.025,0.17647059,-4.035,0.86,16.478571,1024.6474,15.393966,4.5031385,0.78598615,0.57142857,38.285714,10.905,1.545,0.36,2.815,0.085,4.2916667,-4.215,2.455,15.242857,1024.89,15.250776,5.2047231,0.97656258,0.57142857,42.642857
726254,1.76,1.445,0.055,0.24,1.62,0.03,0.22916667,-3.785,1.38,18.491667,1024.2665,16.812604,4.2752459,0.52991774,0.92857143,38.071429,1.28,0.135,0.31,1.195,0.04,0.43548387,-4.825,0.885,17.733333,1024.4157,16.511034,3.2646939,0.083485803,0,33.571429,1.6,0.045,0.255,1.115,0.025,0.17647059,-4.035,0.86,16.478571,1024.6474,15.393966,4.5031385,0.78598615,0.57142857,38.285714
726261,1.62,1.76,0.51,0.325,3.515,0.05,1.5692308,-4.69,3.19,17.764286,1024.4333,16.235119,4.5494048,1.1503999,0.92857143,40.5,1.445,0.055,0.24,1.62,0.03,0.22916667,-3.785,1.38,18.491667,1024.2665,16.812604,4.2752459,0.52991774,0.92857143,38.071429,1.28,0.135,0.31,1.195,0.04,0.43548387,-4.825,0.885,17.733333,1024.4157,16.511034,3.2646939,0.083485803,0,33.571429
726268,1.38,1.62,0.02,0.12,0.39,0.02,0.16666667,-1.9,0.27,16.507143,1024.7277,15.578869,3.7223214,0.78798361,0,37.5,1.76,0.51,0.325,3.515,0.05,1.5692308,-4.69,3.19,17.764286,1024.4333,16.235119,4.5494048,1.1503999,0.92857143,40.5,1.445,0.055,0.24,1.62,0.03,0.22916667,-3.785,1.38,18.491667,1024.2665,16.812604,4.2752459,0.52991774,0.92857143,38.071429
726275,1.195,1.38,0.09,0.23,0.49,0.025,0.39130435,-3.59,0.26,16.171429,1024.8261,15.346881,2.9327899,0.18712427,0,36.714286,1.62,0.02,0.12,0.39,0.02,0.16666667,-1.9,0.27,16.507143,1024.7277,15.578869,3.7223214,0.78798361,0,37.5,1.76,0.51,0.325,3.515,0.05,1.5692308,-4.69,3.19,17.764286,1024.4333,16.235119,4.5494048,1.1503999,0.92857143,40.5
726281,2.31,1.195,0.16,0.275,0.615,0.04,0.58181818,-4.24,0.34,18.407143,1024.2961,16.141227,2.273266,-0.19156913,0,37.428571,1.38,0.09,0.23,0.49,0.025,0.39130435,-3.59,0.26,16.171429,1024.8261,15.346881,2.9327899,0.18712427,0,36.714286,1.62,0.02,0.12,0.39,0.02,0.16666667,-1.9,0.27,16.507143,1024.7277,15.578869,3.7223214,0.78798361,0,37.5
726289,0.835,2.31,0.06,0.265,2.065,0.03,0.22641509,-4.18,1.8,19.25,1024.0764,18.052976,2.3770833,-0.28391893,0,35.571429,1.195,0.16,0.275,0.615,0.04,0.58181818,-4.24,0.34,18.407143,1024.2961,16.141227,2.273266,-0.19156913,0,37.428571,1.38,0.09,0.23,0.49,0.025,0.39130435,-3.59,0.26,16.171429,1024.8261,15.346881,2.9327899,0.18712427,0,36.714286
726296,0.545,0.835,0.035,0.225,2.185,0.015,0.15555556,-3.565,1.96,19.835714,1023.9426,18.827976,2.325,-0.5998437,0,32.857143,2.31,0.06,0.265,2.065,0.03,0.22641509,-4.18,1.8,19.25,1024.0764,18.052976,2.3770833,-0.28391893,0,35.571429,1.195,0.16,0.275,0.615,0.04,0.58181818,-4.24,0.34,18.407143,1024.2961,16.141227,2.273266,-0.19156913,0,37.428571
726303,1.215,0.545,0.02,0.235,1.615,0.015,0.085106383,-3.74,1.38,21.457143,1023.5291,19.597917,2.6032738,-0.61182081,0,32.714286,0.835,0.035,0.225,2.185,0.015,0.15555556,-3.565,1.96,19.835714,1023.9426,18.827976,2.325,-0.5998437,0,32.857143,2.31,0.06,0.265,2.065,0.03,0.22641509,-4.18,1.8,19.25,1024.0764,18.052976,2.3770833,-0.28391893,0,35.571429
726310,1.34,1.215,0.12,0.375,2.325,0.02,0.32,-5.88,1.95,21.057143,1023.5751,20.465541,3.1340968,-0.20026921,0,35.071429,0.545,0.02,0.235,1.615,0.015,0.085106383,-3.74,1.38,21.457143,1023.5291,19.597917,2.6032738,-0.61182081,0,32.714286,0.835,0.035,0.225,2.185,0.015,0.15555556,-3.565,1.96,19.835714,1023.9426,18.827976,2.325,-0.5998437,0,32.857143
726317,1.7,1.34,0.005,0.175,1.65,0.025,0.028571429,-2.795,1.475,19.114286,1024.0253,20.686077,3.0677277,0.10930907,0,35.357143,1.215,0.12,0.375,2.325,0.02,0.32,-5.88,1.95,21.057143,1023.5751,20.465541,3.1340968,-0.20026921,0,35.071429,0.545,0.02,0.235,1.615,0.015,0.085106383,-3.74,1.38,21.457143,1023.5291,19.597917,2.6032738,-0.61182081,0,32.714286
726324,1.845,1.7,0.015,0.335,3.27,0.015,0.044776119,-5.345,2.935,20.435714,1023.7057,20.58847,3.054736,0.076701003,0,34.142857,1.34,0.005,0.175,1.65,0.025,0.028571429,-2.795,1.475,19.114286,1024.0253,20.686077,3.0677277,0.10930907,0,35.357143,1.215,0.12,0.375,2.325,0.02,0.32,-5.88,1.95,21.057143,1023.5751,20.465541,3.1340968,-0.20026921,0,35.071429
726331,3.465,1.845,0.015,0.335,2.84,0.02,0.044776119,-5.345,2.505,19.571429,1023.8814,20.347697,3.2100932,0.498499,0,35.428571,1.7,0.015,0.335,3.27,0.015,0.044776119,-5.345,2.935,20.435714,1023.7057,20.58847,3.054736,0.076701003,0,34.142857,1.34,0.005,0.175,1.65,0.025,0.028571429,-2.795,1.475,19.114286,1024.0253,20.686077,3.0677277,0.10930907,0,35.357143
726338,1.15,3.465,0.02,0.275,0.355,0.02,0.072727273,-4.38,0.08,17.328571,1024.4164,20.078139,2.9193182,0.18613541,0,35,1.845,0.015,0.335,2.84,0.02,0.044776119,-5.345,2.505,19.571429,1023.8814,20.347697,3.2100932,0.498499,0,35.428571,1.7,0.015,0.335,3.27,0.015,0.044776119,-5.345,2.935,20.435714,1023.7057,20.58847,3.054736,0.076701003,0,34.142857
726345,0.825,1.15,0.125,0.21,0.985,0.045,0.5952381,-3.235,0.775,20.078571,1023.7372,20.262766,2.8304854,-0.30194285,0,34,3.465,0.02,0.275,0.355,0.02,0.072727273,-4.38,0.08,17.328571,1024.4164,20.078139,2.9193182,0.18613541,0,35,1.845,0.015,0.335,2.84,0.02,0.044776119,-5.345,2.505,19.571429,1023.8814,20.347697,3.2100932,0.498499,0,35.428571
726352,0.695,0.825,0.095,0.255,1.195,0.02,0.37254902,-3.985,0.94,19.785714,1023.8118,19.882246,2.78081,0.44954816,0,33.714286,1.15,0.125,0.21,0.985,0.045,0.5952381,-3.235,0.775,20.078571,1023.7372,20.262766,2.8304854,-0.30194285,0,34,3.465,0.02,0.275,0.355,0.02,0.072727273,-4.38,0.08,17.328571,1024.4164,20.078139,2.9193182,0.18613541,0,35
